id,puzzle,solution,clues,difficulty
1490430,1.....8.7.8...4.........94.8...3..65.3...6.......7.......6.....5.97...267..4.9...,194265837287394651653817942871932465935146278462578319328651794549783126716429583,23,3.1
720919,...4....64........95..7.8...1....6.7..2.....5..6.9..4.3...485......27.6...51.....,287413956461985723953276814814352697792864135536791248329648571148527369675139482,24,3.1
3314,....8.........5....36.....4....4.27.2..3...8...8..7..396.4......2.....3..1..9.7.5,159784362482635917736912854391548276275369481648127593967453128524871639813296745,23,3.1
1030841,....7.2.6...1...4.16.2....75.....1.2.9....5...7.3.8..9...7.......8.94...35..1....,835479216729186345164235987586947132493621578271358469942763851618594723357812694,25,3.1
275544,.....46..8.9......1.....52..65.32.........46.......9...5..17.....835.719.........,532174698879625143146893527965432871317589462284761935653917284428356719791248356,23,3.1
2107550,.4.51.72.9..3.2..4..5..6.3.15....8..7.2.6...........9....45.2....4.....8...6.1..3,843519726961372584275846139159734862732968415486125397698453271314297658527681943,27,3.1
1640716,2.....65...3.7.....5...1...3........1....63.9..9...2815....28....89..4...2.45....,291834657863579142457621938382197564145286379679345281534712896718963425926458713,25,3.1
482942,..17.....43...5....59....3838...4........9.52..4.....36...4.1.......1.7.8..97....,261738594438695721759412638382154967176389452594267813627543189945821376813976245,25,3.1
662079,..1.....77.3.6.4..6..4.7.8......6.54..6...732....8.....39......4..91.......8..29.,241398567783561429695427381912736854856149732374285916539672148428913675167854293,26,3.1
776986,..9......2.....4.....456..8....8..53...7....415.....6.9...6......63.8..2.....4..7,469827531285931476371456298724689153693715824158243769947162385516378942832594617,23,3.1
182633,...2..389.......4.....37.6..4..6..93..31.....6..52.....9....6....7......2.8.5.1..,576241389932685741814937562145768293723194856689523417491872635357416928268359174,24,3.1
1771590,1....5.6....6..1.349.......3.7.2.8.......4....4.86.........924.......5...18.....6,183795462752648193496312785367921854829534617541867329635179248974286531218453976,23,3.1
2588137,5..9...288..75..4........3......63...1.2...8..6..4............5....92....3916....,573914628826753941194628537742586319315279486968341752681437295457892163239165874,23,3.1
689718,.19..4.2..6..2.......7..4...2.5.....3..27..5..87.63......6..1.8..13....7.5.......,719834625465129783832756491126548379394271856587963214273695148941382567658417932,25,3.1
2131857,...91.....5.7..9..6..3...1.8...73.........26....58..3..32.....75..1......8.......,248916375153724986697358412824673591375491268916582734432869157569147823781235649,22,3.1
1726002,7..8...1.....3.5.......234.......4.59....7....7.1....6.2.6....83..........6.8...1,735849612241736589869512347612398475958467123473125896124673958387951264596284731,22,3.1
1041419,8....4.....2.....8..7.5..9.3..9.....5.982.7..........3.9.4.231.6......7....1..2..,856294137942317568137658492378941625569823741214765983795482316621539874483176259,24,3.1
767633,..4...6.5.3..1.......48..7.48..6...7..2..1....5....24...19...688....74.1.........,914372685738516924526489173489265317362741859157893246271934568895627431643158792,25,3.1
525514,..69........2.7....4.1.5.....173.8....9........3..92.1.2....46......4.9..5......8,716943582395287614842165937561732849279418356483659271928571463637824195154396728,23,3.1
24925,......1.39..7....5.1....86.4.....72.....6.....572....8..3..2...1...963..8.4.5....,748625193936718245512934867461583729289167534357249618693872451175496382824351976,25,3.1
2669766,..........9.....4.7.4...2.32...4...7.87..54..5..6..1..8.9..6.7....9.2.......73.8.,138524769692731845754869213216348597987215436543697128829456371371982654465173982,25,3.1
298160,..9..1.35.....9....1.23.9....4.86.........8...3.1..6.2.....5.8.4.......767.9.2...,249861735386759124517234968924586371761423859835197642192375486453618297678942513,25,3.1
1752568,.5...9...1..38......3.1..57..864.........7....6.....32.9.1....4...2..1..4.7...3..,254769813179385246683412957928643571341527689765891432592138764836274195417956328,24,3.1
1838980,........39..3....14.5.89.....826..........68..5.....19.1.4.7....6..52.4.......3..,281675493976324851435189726798261534124593687653748219812437965367952148549816372,24,3.1
1088191,..3....1....2....5...675.4.4.....7.6..2.5..8....98......1.39.7...5......7.....9..,653498217847213695129675348498321756312756489576984123261839574935147862784562931,23,3.1
2736587,....45.2..........4..2.9.....5...9.137.....42..85.....9...86.....4....7..2.97..1.,169745328752831496483269157645327981371698542298514763917486235834152679526973814,24,3.1
2951495,....2....8.......2.541..9..4...3..97..7..98.1..........4.21....36.7....5...6..2.8,173926584896354712254187936481532697537469821629871453748215369362798145915643278,25,3.1
2345911,...2....7.65.7..8...89..5.......57.13......4...4....62.8.........3..4......126...,431258697965471283728963514296845731317692845854317962182739456673584129549126378,23,3.1
1659451,164.8......35.1.7.....2..3.67....24.5...3...6...2.........5....92....318.......9.,164783529293561874758429631671895243542137986839246157317958462925674318486312795,25,3.1
2543716,6..2...8....4....91....6....8...314......26..9.......5.4.7.....75..3....39....7..,674295381835471269129386574587963142413852697962147835246718953751639428398524716,23,3.1
1860094,6.31.5..88.1.7...3....2....15....2.......8..5..72..6........56....6....4.7..4...2,643195728821476953795823416158364279269718345437259681314982567582637194976541832,25,3.1
2485824,5...79...2....1..7....3.92.....4..3..84....1.1..8..7.9.4...6.........6....23...8.,538279461296481357417635928925147836784963512163852749849516273351728694672394185,24,3.1
717574,1.8....234....6......81..9.87.65...1.1...7.6.......7....4.8...95.3...4.....4..2..,158974623429536817637812594872653941915247368346198752264385179593721486781469235,26,3.1
1312790,...47...2.....3..7...62859.....52....8...6..3352....6..93...8..72.9............7.,569471382248593617137628594671352948984716253352849761493167825725984136816235479,26,3.1
2900554,.8.6......6.....45....9.7..6...5.......912...9....4..7.2..4......3.7...9..1....3.,487625193269137845135498762614753928378912456952864317826349571543271689791586234,22,3.1
197958,.6..8.....2..41.....8.9..121......7..4..1...98..3.......2..53.........2..3....847,461287953329541786578693412153964278246718539897352164682475391714839625935126847,24,3.1
2317446,...3.....6.5..93.....245.7.164......8..9.4..2........8.......295.9..8....4...1.6.,471386295625179384983245176164832957857914632392567418716453829539628741248791563,25,3.1
2285988,.5...3...7...96.8.9.1.....3.183.........7......72.1.5...4...52....5....1.6..8.3..,256843917743196285981725463618359742529478136437261859394617528872534691165982374,25,3.1
2148047,....6.....56...1.......495...32.6....2.15......83..7.1.......32..5......31.8....7,491568273756932184832714956173286495924157368568349721687491532245673819319825647,24,3.1
77440,....3....1....538..2..1.....9.4..2.8........7.....16.....9.6...8......4.5.2..71..,986234571174695382325718964691473258238569417457821639713946825869152743542387196,22,3.1
973938,3....64..............2.8.9..9..4...2.....275.6......3...79.....4....5..65....18..,328196475951437268746258391195743682834612759672589134287964513413875926569321847,22,3.1
1569948,5.69....2....8.5..1....6.8....2...4......3...32..517..9.5.....8.3.......21.4...3.,586934172793182564142576983871269345659743821324851796965327418437618259218495637,25,3.1
81143,1.......2.8...1.5..27.5..8...21.......6..7.19.9..8......8.69........43...4....5.8,154938672683721954927456183872195436536247819491683725318569247265874391749312568,25,3.1
1219320,.9..1..........3..4327....6.2..8...5.47...213..1.......1.3.584....1.....6....2...,798613524156924378432758196923481765847596213561237489219365847384179652675842931,25,3.1
2355257,.....3.7...7..5...9.8.....24..7...3..3...6.87...9...2..4.6......2..8......5.4.1..,214863579367295814958174362492758631531426987786931425849617253123589746675342198,23,3.1
317691,.4.1.7.....7...54.1....97.6.2.3..9..........7..8.9.1..6.9..18...1.4......3.......,543167298967823541182549736726314985391658427458792163679231854215486379834975612,24,3.1
1004321,..3..5..8.....4..66...9..3.79.4.3.1...8.19.4....5...8..6..5......42..5.1.8.9.....,473165928829734156615892437792483615358619742146527389267351894934278561581946273,27,3.1
2471372,......6..5.8....4...12....5.4...136.9...7.......5.6....7..645.1...7......6..8.2..,437159628528637149691248735245891367916473852783526914872364591359712486164985273,24,3.1
850133,4.3.......2...9.34........6.8.5..........76.5..741.....6..8.193..2.6.8...7.......,413625978826179534795843216289536741341297685657418329564782193132964857978351462,24,3.1
372487,5.2...1.....7.2..6.3.5..7.8.....6..941.3.....3....74......7..8....6.5..1..6..3...,572468193981732546634591728728146359415329867369857412193274685247685931856913274,25,3.1
2816181,6..4....1..5....2.1...79...3...5.2...6.2..41..4...1......79...8.......3....126.7.,697432581435618729128579346381954267569287413742361895214793658976845132853126974,25,3.1
1346293,.8..1..9.42.9..5.6....6..4...38....12...5.8....74......7...3..5....4..........92.,386514792421987536795362148563829471249751863817436259174293685952648317638175924,24,3.1
2204475,8...1...5..5.7..61....9...2..3....89..64......9..25......941....6....4..3..6...9.,879216345235874961614593872423167589156489723798325614587941236961732458342658197,25,3.1
239677,.17.38....9.6..4....51...8........13....82....7.5.38..6.1........8..4..9......72.,417238695892675431365149287284796513153482976976513842641927358728354169539861724,25,3.1
1289505,..28.....58..3...9.3.....81.2.5.......976...8..63.17.....9.6.7.4...7..3...5......,692814357581237469734659281127548693359762148846391725213986574468175932975423816,26,3.1
544943,...7..2...12.........8.6..9.......5.8......93.65...148.76.14....54.8...1...5...3.,589731264612459387437826519793148652841265793265973148976314825354682971128597436,26,3.1
271467,..6....4.3....8....4..9...3...274..5.7....9..21....38.1......767....2....3...1...,596327148321648759847195263983274615675813924214956387152439876769582431438761592,24,3.1
1417105,.9...6..84.13......6....9..5....9..26...8...734.5........9..23.....27.5.........1,293756418471398625865241973517469382629183547348572196786915234134627859952834761,24,3.1
2721051,.....4..2....7....984......2...69...13..4.7.5.....1...8.75..61.....8..54.5.......,713894562562173948984625173275369481136248795498751236847532619621987354359416827,24,3.1
1234423,......1....2....45.7.59.8.....1.83...3...29....1..9..76....4.7..9.......8..6...5.,385427196912836745476591823749158362538762914261349587653984271194275638827613459,24,3.1
1496202,.7......15.4........2...4.......19..3...47.5.4..8..2...65...8......9.1..2..53...6,679423581584916372132785469826351947391247658457869213965172834743698125218534796,24,3.1
1282504,.475..9.....3.6.......4..3.....512..7..2....319.......4.......1.1.6..348.5.....9.,347518962521396784968742135634851279785269413192437856476983521219675348853124697,25,3.1
1065733,...8...1.3.1.9..6...62..94.........7....275.....6...8.19...6.......51....8.4.....,529864713341795268876213945913548627468127539752639184197386452234951876685472391,23,3.1
1258320,....9...5...7.....8..1.63..2.695...8.3...8.....1...24.1...6...2..3...6....75.....,674293185312785964895146327246951738739428516581637249158369472923874651467512893,24,3.1
2416318,5...4.........9..6.79.185...98..3.......64.8..14..5....2....6....7.....83...7.4..,562347891831259746479618532698723154753164289214895367925481673147536928386972415,25,3.1
1550796,...4.37....98.2.5....7...6.9....4...2..3.9..8.7.....3...3.......5..3...1..1...2..,586493712719862354342715869938154627265379148174628935423981576857236491691547283,23,3.1
408391,.7.9..6..15....3...4....12.3...61........8...8....4.7........4....17......1..67.8,273915684158642397649387125394761852567298413812534976736829541485173269921456738,23,3.1
322778,.19...864...8.......3..19....85.7.1.43......7.7........5...84....6.....398.7.3...,219375864765894231843261975698547312432186597571932648357618429126459783984723156,26,3.1
71161,.38.........7.3.68...1.2.....4.5......5.....18.....7.6.....1...21...59..7.3....12,938546127521793468647182395174658239365927841892314756459271683216835974783469512,24,3.1
2041154,.3.4...9876......1.....6.4....6......4..87...69....1.2..3......42..59.7.......2..,235471698764938521819526743158692437342187965697345182573264819421859376986713254,24,3.1
424611,...2.34....497.2..2..1..7.5.....2..9.5.........6..8.4..7.3...6..1.......8.5..9..3,597283416164975238238146795481632579359417682726598341972351864613824957845769123,25,3.1
1298929,.....61..2.41.....1....847........1.6..7..92..93.2.....6....78....9......32.4....,389476152274153869156298473427569318618734925593821647965312784741985236832647591,24,3.1
780977,....925.....3.5.1.......6....8.....4.127.8...4..6..7..........975...3...14....3..,867192543924365817531874692678259134312748956495631728283516479759483261146927385,23,3.1
2797452,1....52...2..8...9...9..63........2...6.1.9.48.25....3..8.54.6.7...9.....4....8..,139465278627183459584927631471839526356712984892546713918254367765398142243671895,26,3.1
1814669,..7..98...4.....5..958....2..4.8..2.2..6...1.......3.9.1..94.87....5........2....,627539841841267953395841672164983725239675418758412369516394287982756134473128596,24,3.1
2348971,.9.....17....83.9..6....4.......4.........3.6..569.....3.5..8.....941....49....7.,893462517451783692762159438628374951974215386315698724136527849587941263249836175,23,3.1
1925731,2..6.....391..78....5...4..1.43..27....2.6........5..4..2...35.97...........32...,247681593391457862865923417154398276739246185628175934482769351973514628516832749,25,3.1
660898,....7......85..4..61..3..5.....93.2..4.6..7.9..3...1.....8.69..58...1...........6,354172698728569413619438257165793824842615739973284165237856941586941372491327586,24,3.1
1888420,5....6.9...2...6...8...4.73....812.57..4.5.1.......3....3.68...815........75.....,534876192972153684681924573349781265726435819158692347493268751815347926267519438,26,3.1
626961,..984..737...1.64........5..........6.1...9..48.3...6...2739........47..3...5....,159846273723915648864273159295461387631587924487392561542739816918624735376158492,25,3.1
1922350,9.7.....6.38.16.7....9...3.6.....2...4.5.....87.4.3.........8....1.4..6..5......9,927354186538216974164978532615897243342561798879423651496135827281749365753682419,24,3.1
2051444,2......417.1.6...9......6.....7...6..36..8...14....3......2....4..1...52..9.3....,268395741751864239394271685982713564536948127147652398615429873473186952829537416,23,3.1
1426500,...17..9..4.....1.....2....3...5.2..86.9..5....7..89....371....6.9..3....75..2...,258176493746395812931824756394651278862947531517238964483719625629583147175462389,25,3.1
1044168,.5..8.36.9....1.....7..6.2...15...4.46..2...1.....8....23...4................578.,152984367936271854847356129371569248468723591295148673523897416784612935619435782,23,3.1
712749,..48..7.......2...3...19..8..278.....6.....3..9..51........7..1.1..289....5......,124835769859672314376419258432786195561294837798351426243967581617528943985143672,23,3.1
301426,4..8.5...38..7......7........2..3...91....53......8..1...9....3..8..762....2.4.87,429815376381672945657349812862153794914726538735498261276981453148537629593264187,25,3.1
2423462,...2...6...6.9.8.1.....3.9.1.8936...7.........59..8......75.61.3.....2.......2..5,987215364536497821412863597148936752763524189259178436824759613395641278671382945,25,3.1
115251,..9...2..6.7........5164....3....8..1.6.....3....21..5........7.....8.4..8...659.,349587261617932458825164739532679814176845923498321675964253187251798346783416592,23,3.1
2930178,..621.5..4..3.........65...2...4...9.7.8...5.9.....6...3....9.....1....86...24.1.,896217543452389176713465892268541739371896254945732681134658927529173468687924315,24,3.1
2674954,.1...94...2.5..8..9...7..5..4.6.........3...85.6....37...184........321...9......,815329476627541893934876152743698521291735648586412937352184769478963215169257384,24,3.2
537083,2...397.....61............39...8....7.21...6..817.54..1..4....2.3.....54..5......,214539786873612945569847213956284137742193568381765429198456372637921854425378691,25,3.2
457065,2...5.1.9..5..3..6.4.1.7.......3.49..8.........657...3......9..59.....64..3....1.,238456179175893246649127538752638491384219657916574823427361985591782364863945712,25,3.2
971102,.65..1.2....6..1....3.9...........4..9....6.1...526..9..2.1...8.39...4...1.8.7...,765481923928653174143792586356179842297348651481526739572914368839265417614837295,25,3.2
1267121,...1..........6987....3.45.7....2...43.....1.....4.2.6....2....1.6..9...9...8..3.,574198362213456987698237451769812543432965718851743296385624179146379825927581634,23,3.2
2918519,.6..5.7.2.9.12..........3..6....54...8......6.3..78...5........7....396.......5.4,861359742493127658257864319672915483985432176134678295546291837728543961319786524,23,3.2
963275,.64..7...3..21..7.....98.......3.1.4.4..6....9.7....35.7....2.......6.97..5......,864357912359214876712698543526739184143865729987421635678943251231586497495172368,24,3.2
498471,...3.........6.3........8767..48..1.....9....4.1..5.6.15.9....2.7...2.8...3....51,869357124217864395345129876732486519586291437491735268158973642674512983923648751,25,3.2
1457721,2......4.64.3.5.........1...7.6...8......1...9..8..7.652......4194...6.5....2....,281967543647315892359482167473659281865271439912843756528196374194738625736524918,24,3.2
989362,....75....2..9..........21.3.26..1...5........4..5...94.....32...6...8...79.8..6.,813275946524196783967438215392647158658913472741852639485769321136524897279381564,23,3.2
2725267,1...2.38.....81......7...9...8.47..2.......3..7.2....6..5.1...4.6.47.2.....3.....,146529387793681425582734691638947152254168739971253846325816974869475213417392568,24,3.2
2249529,79.........6.83.1.4...6...2.....27..31.........2..8.491..59..3.......2.6.4.......,798251463256483917431769582869342751314975628572618349127596834985134276643827195,24,3.2
2534055,9.......2.3...6........4...71...8.....8.5..91...4....3.......255...2.6..8.9.1....,986173542432586917157294368714938256368752491295461873673849125541327689829615734,22,3.2
921667,..15.3.7.....74.35..........6..4.19..5........98.....7...61.7......9...2..9...8.6,941523678826174935537986421762845193153769284498231567384612759675498312219357846,24,3.2
929232,........313.....2..7...54...6..5..4.2..9..6.....37..92...5..9....2.9...8..1.8..3.,924168753135749826876235419769852341253914687418376592387521964542693178691487235,25,3.2
700316,7..5.1.....4......56......7.....7.9.3....5..6..6..48.........284.39.6.1.1...4.9..,738521649914678532562439187851267394349815276276394851697153428423986715185742963,25,3.2
2766737,...8.2.......51.23..4...6....6.9....7.94......4.....1...39..26.8..7.........24..9,365842791987651423124379658236195874719486532548237916453918267892763145671524389,24,3.2
2750173,.28.1.6......48......5....3.326.59..7....4.......394.....3.72.........85.79.....6,528913674367248159941576823432685917796124538185739462854367291613492785279851346,26,3.2
586459,....9.4.76..7.1..9......5...4........1..79.4.5...64.73..3.46..12...8..........3.5,835692417624751839197438562749823156316579248582164973953246781271385694468917325,26,3.2
1991344,8....4.5......94.6..96..8.3.4.9...7.5..2.3.....3.7...5.....8...12....79..5.......,862314957735829416419657823241965378576283149983471265697148532128536794354792681,25,3.2
236237,4.3....2.1....369.....61..8....2..5...6.9.1..8.........7..32.....91..4...2.9.....,463789521158243697792561348917624853236895174845317269671432985589176432324958716,24,3.2
551082,7..........9....5...542.7.....3..26.32.9....4.5..1..3.....75..9.6...1.8....63..2.,742569813639187452185423796971348265328956174456712938213875649564291387897634521,26,3.2
1202197,8.9....4....3..........1.8...2..9..1.4...23..........57.3....6....6.52...157.....,839257146174386952256491783382549671547162398961873425723918564498635217615724839,22,3.2
1906257,6.....7.........3..893...2.........5.5.4..87.837..1...9..26............432815....,643825791712649538589317426496782315251436879837591642974268153165973284328154967,25,3.2
36006,....8........3.42..8.1..9.5..6.5.1...7.....59.....3....67.......92..8....5.92.6.3,523489716719536428684172935936257184278641359145893267467315892392768541851924673,25,3.2
487984,..7.....5.3....1.2....9..4..1..........2..37.7...3..29.2497....8.1.......63.54...,297418635438567192156392748312749586649285371785136429524971863871623954963854217,25,3.2
2782365,87..3........7...6...4.2....62....5.3......4...7.8.19.6...9581......8..4.......7.,879536421241879536536412789162947358398251647457683192624795813715328964983164275,24,3.2
1141723,...7.....4....91..35.....4....87..2.........6.21..........5...95....6..776.4.35..,218745693476329158359618742635871924947532816821964375183257469594186237762493581,23,3.2
2467697,.37.9......21....8..124..9...9.3..4.5....9..13.....7...9.6.5.....4.2...........83,437896512962157438851243697179532846548769321326418759293685174784321965615974283,25,3.2
997406,.6..1....87..4..59....5.......3....694...673.6...91............43.....97..52.9...,564913872871642359329857164157324986942586731683791425296478513438165297715239648,25,3.2
2036339,..45.2.9...34.7..51....9...6.21..........5....18.3....5......8..9....71....9.3...,874562391963417825125389674652198437739245168418736259547621983396854712281973546,24,3.2
1541329,..2...........6.9..5.241.3......7...3.......7.9135.......4.3..186.5..2........8..,682935714413876592957241638546127389328694157791358426275483961864519273139762845,23,3.2
2293723,.7...8.1...5..........26..7...9.....8..5...4..6.....79.....2..43.1..7.8.6.....1..,476358912285719436139426857713964528892573641564281379958132764341697285627845193,22,3.2
122283,.4.2.3.61....74.9....8.....5...3.1...74.2.6....96.............53.5..7....96.5.78.,748293561621574893953816472562739148874125639139648257487962315315487926296351784,27,3.2
637388,........767..19...3......5......68...9...8.2...63..........5..8..2931.7...42...9.,129853467675419382348762951753126849491578623286394715917645238862931574534287196,24,3.2
2879489,..51...897.6.3............16..3............4..8...69.7....234..32...8...5......1.,435162789716839524892745361679384152253971846184256937961523478327418695548697213,23,3.2
2600973,.95...36782....5...3.....9.............48.7..3..7.5.18..7......5..6.3.......4...6,195824367826937541734156892978361425651482739342795618467218953519673284283549176,24,3.2
368492,..9.....76......5......1.4..8..691..4....5.......7..3..24......8......7..519.46..,219543867643897251578621349387469125462315798195278436924786513836152974751934682,23,3.2
2622166,..5.......6..4..9.2....1....5..9......6..7.....8...36.....7.54..416.97......82..9,415938276367245891289761435754396182136827954928514367692173548841659723573482619,24,3.2
1477556,...8......2...54.....93.75...347.....4.....2...9...87..38..41...5.3.....6...2....,395847216827615439461932758283471695746598321519263874938754162152386947674129583,24,3.2
678240,.7.2...4.........35.2..78..9...4.......65...1.3......7..5...17.698..2..........9.,173289645489516723562437819951748362247653981836921457325894176698172534714365298,23,3.2
1012211,...9851......1.3..9...7..2.72.3..9........6..5.3.9.....3...9.4...7.....2..9...51.,342985167876214359915673428724361985198527634563498271231859746457136892689742513,25,3.2
2445942,..45.7...3..1....4..5......7..8...63........2.28..54.7.9...1..........25....8469.,864527139372169854915348276749812563153476982628935417296751348481693725537284691,25,3.2
2175178,6......87..98.72..........5....4..3..9..52...1......64...1.6....8.42....3.....6..,632519487549837216871264395768941532493652178125378964257196843986423751314785629,23,3.2
906176,...79.8.3...6..1....2..3....89......2.6.....4.....9.......56.8..5.17.6.9...8....1,645791823793628145812543796589417362276385914134269578321956487458172639967834251,24,3.2
2053597,...9.3.82.83.1.9.72...........4..8..1..7.83.95...2.6...6....7..3..8....1..1.4....,457963182683214957219587436732496815146758329598321674965132748324879561871645293,27,3.2
1064025,.2.....1...4.18..7..3.658..............8.976..9..3..4.5....6.81.....1..3...92.6..,825794316964318257713265894487652139351849762296137548532476981679581423148923675,26,3.2
2825347,6...4..1..58..39.....5......4.6..2.7.32..8.......5......9....6.1..7....847.......,697842513258163974314597826541639287932478651786251349829314765163725498475986132,23,3.2
1330737,...4.5....1.8...9.....26.....2.3...83.....9.....14...32.....8..7...5...15.3...6..,927415386416873592835926147172539468384762915659148723261397854798654231543281679,23,3.2
1680950,93..2........4...2...1..63.6.3...2..5.7..341..8.........48.5..........9.3.6..7..4,938726145165348972742159638613594287527683419489271356294835761871462593356917824,25,3.2
2741378,21.8............659.7..1....7..4.8....1......4..6.3.1..8....9.....26...7.2...74..,215836749834729165967451238672145893351982674498673512783514926149268357526397481,24,3.2
1585912,...1....7.....32.....8...932.3.8..74...4....14....19.57.5.6.......5.8....8.39....,836129457941753286527846193213985674659472831478631925795264318362518749184397562,26,3.2
2501337,..2..5....17...9..9......53....74..6...8.......931.7...6.7.2...2.3....8.....6..4.,632195478517438962948627153351274896726859314489316725164782539293541687875963241,24,3.2
1338901,.4...2.......7....1.5.4.2.86....34......8..3..7.1..89..527....6....98.....36.....,847512963236879514195346278618923457529487631374165892952734186761298345483651729,25,3.2
2319864,..92..1..2...9.....8.....6.83...4.7.4..........67...8...15....775.8...2......1.56,649257138213698745587413962835124679472986513196735284361542897754869321928371456,25,3.2
300670,.......9.....4...3.9.37..828.41.....1....62..72.....1...35..8..9..7....127.8..3..,312658794587249163496371582864127935135986247729435618643512879958763421271894356,27,3.2
2511229,...5...1..5......42.7.6.8...68.2..3....4...9.7.3...5.2.....6.....51..9..8...7....,486597213359281674217364859968725431521438796743619582192856347675143928834972165,24,3.2
294817,9...2.......3....6.5.7.1.9....56.3.25.1......42.8.....1.7........4....81.....8.7.,948625137712389546653741298879564312531972864426813759187436925394257681265198473,24,3.2
1773230,..4...1..6...9......9....48.......7..4.8..3.1.7.9.3..6.....5....26479.5....23....,534728169682194735719356248863512974945867321271943586397685412126479853458231697,25,3.2
1094883,...2.....96..7...12.43...7..1.6..9......59..2....8..14.........7.68...4.58....12.,371268495968475231254391678812634957437159862695782314149526783726813549583947126,26,3.2
2591564,9.5....1.......7.5....63....8.2..1.6.9.7...3.4...1.......1....2....4.39..5.....67,925487613638921745714563928583294176291756834467318259346179582872645391159832467,24,3.2
833435,.4...1...35..7....297....53...519..7..9.8..4.6.....5...2...8.......3..94..3......,846351972351972486297864153432519867579286341618743529724198635185637294963425718,25,3.2
1603569,2.94..8.....9.7....5..8.......8...6...51..4.86.....3.5.27.....1.6...1.....3.6..49,279415836836927514451683972342859167795136428618274395927348651564791283183562749,26,3.2
82305,...6....3.5...1....96...54.6.9......7..29.8....2..7.6.....5...9..4....3....7..2..,421685793357941682896372541649518327735296814182437965268153479574829136913764258,23,3.2
1306263,..6....85...8..71..1..5....7....2..62.417..9....34.....2.4.96..4.......7..8....2.,376291485945863712812754369731982546254176893689345271527419638493628157168537924,26,3.2
2260631,...8.63.....3..4....7...58..1..9......37....4.9.5...12.75....9.8...2..7......5...,459816327281357469367249581514692738623781954798534612175468293846923175932175846,24,3.2
509506,....14.9...3.7....7....8....38.....76.....3.........4.14..69.8.8.6..75......2....,285314796493276851761958432538142967614795328972683145147569283826437519359821674,23,3.2
