id,puzzle,solution,clues,difficulty
949544,...68.....1.....4...5...9.7.2...73....8.1.....71..5....8.7....4..73..1..69.....5.,742689531916573842835241967529467318368912475471835629183756294257394186694128753,24,6.1
90530,2.......81.72.43........7.......92.....7...8..6.12...4.5.3.....9...16..2..14....6,235967148187254369649831725714689253592743681863125974456392817978516432321478596,25,6.1
313294,....4...3..4...5..9...7.8..6..........93...12..795.......1......15.3.6..2..5...4.,872645193364819527951273864643721958589364712127958436438196275715432689296587341,23,6.1
127844,6...5.4..8.7.........637....9.7...6.5....6.1.....8....1...4.8...53.........3...92,639158427817924635245637981398715264572496318461283759126549873953872146784361592,23,6.1
1025368,......1..9.6....5......3.96.........3.74.6..24.95....3.2..8...5..1..27....46..2..,538964127946217358172853496215738964387496512469521873723189645651342789894675231,25,6.1
2072423,..1..3......7....2..7...19.69...........4...9..5.31..6..8.5.74......7.53.........,521493687946718532387265194694872315132546879875931426268359741419687253753124968,22,6.1
287768,21..5......513.....87..4.....4..8..29.....6..6.....47....49.....42...1.......3.8.,216857349495132867387964251534678912971245638628319475853491726742586193169723584,24,6.1
1330930,...18..3..2.367..5.......7.4..5.6............7..9.41...8......9..1...2..594....1.,647185932129367485835492671412576893963218547758934126286741359371859264594623718,24,6.1
1984660,..96.........81....2...41....8....6.14.....5...5.3..2.4..1.27.8....9.........7..6,819623574574981632326574189238415967147269853695738421463152798781396245952847316,23,6.1
615297,2......4..4..2.9.16..9....3....168......8...21.7...............4....5.6.9..16.23.,293571648845623971671948523329416857564789312187352496736294185412835769958167234,24,6.1
1038633,.....2.....61....35.1..7....98.5...2...6...7..3....9..8..3...2.4..8.1..7..3....4.,349562781276184593581937264698753412154629378732418956867345129425891637913276845,24,6.1
160019,6..43.....58...9..7...........14........2...6.......89...3....191..5.27..2...46..,692435817458671932731289564369148725185927346247563189876392451914856273523714698,23,6.1
2055347,....5..7...2....4.73....58......8..4..4.7...929.....6...71.5...9..68.....1....3.6,461853972852719643739264581376928154184576239295341867627135498943682715518497326,25,6.1
208938,........9......18.83.7.......24.5.......7.9.5..89.3.2.45......72......9...3..8...,145386279627594183839721546962415738314872965578963421456239817281657394793148652,23,6.1
70891,75.....38..4.5...7...2..6...1.4..7....5.3..8......9.235...9....6..3..9...2..6....,752946138164853297839271645318425769295637481476189523543792816687314952921568374,25,6.1
1953335,......6......8..7..1.3.9...17..........5.2.34..2.48....36...5..8....4.....7...9..,483217659629485371715369482174936825968572134352148796236891547891754263547623918,22,6.1
2198446,1..2.3.8...6.8...2.....5.........2....2476....3....76...4..23.8.....9...2...1.64.,147263985956784132823195476678931254512476893439528761794652318361849527285317649,25,6.1
1503630,........47........5.8..93......2.5..1.9.5....6..1.7.....24..97....67..8.......2.3,216583794793264158548719326384926517179358642625147839862435971931672485457891263,23,6.1
445237,9.....8.3.5...1......69.4.7..5.2...44.7.....28..1.4...5....3......21....16....7..,946752813758431296231698457695327184417589362823164975584973621379216548162845739,25,6.1
1893590,.....8.9..6.1....2..2.3..5..7...........8.4.1..65.42..1.5.4....9.7...8.6.2.......,514728693368195742792436158471962385259387461836514279185643927947251836623879514,24,6.1
683278,.9...2......16......79...3...3.2...5..23...79.7...1..2.......4.7.5..3.2.1..5.....,691832754354167298287945136963728415412356879578491362836219547745683921129574683,24,6.1
390977,...3......2..1....3.54.8...65......47.4.9.8....9.....1...9.53.81...4..6....2..4..,941352786827619543365478129658123974714596832239784651472965318193847265586231497,25,6.1
2154343,..4..2.........6.3....1..8....7....1.9.....6.6..32.7..3...97..29.8.......2..5...8,874632915159478623236915487542769831793581264681324759365897142918243576427156398,23,6.1
269793,2.....4.....16.7.9........5.76.....3.2.......8..7.35.........9.....38....1.4.2.8.,251897436438165729967324815576289143123546978894713562385671294742938651619452387,22,6.1
91279,..6.3.......5.79.4.2.........2.19..54..3.....5.9....1......6..9.689...3.......86.,946238751813567924725194683682419375471385296539672418357826149268941537194753862,24,6.1
1893410,..7.4.6......5....9.827....2.....81....9.....41.5.8......4....5....9.7.3..37..2..,157349628342856197968271534275634819836917452419528376721463985584192763693785241,24,6.1
2897514,64...2..1....7..4...8..3..6.9....4.51..9......2.....7.....2......4.35.6.7....15..,643582791251679348978143256396217485187954623425368179539426817814735962762891534,24,6.1
1911481,2.3....9.4....7.851............7..3.6.8..3..17..5..4.......9..3..61...7..2..86...,273865194469317285185942367542671938698423751731598426817259643956134872324786519,25,6.1
2652451,71534......3..1...4....8.......7.43.............4957..6.....19.9....4.2.....6..78,715349286283651947469728351192876435574213869836495712628537194957184623341962578,25,6.1
350402,....685...4.......758.2.4........1.64..2...3...3.8.2...7.5.....2..3.......1...92.,319468572642957318758123469825734196467291835193685247974512683286349751531876924,24,6.1
923341,7.5..6....2..4...9.4.3......7..3.825...5....3..3.6....1....8.52....7.4....9.....7,715986234326745189948312576674139825891524763253867941167498352532671498489253617,25,6.1
2400386,.....3..5..6.....8549....1..28.65...3.42......1.......98...........7.1.....4...92,871643925236951748549728316728165439394287561615394287983512674462879153157436892,23,6.1
423820,..5.......9.7.3....7....62.....65.4.1.9........8....3...6.7.954.4.8.9.....7......,235681497694723815871594623723965148159348276468217539386172954542839761917456382,23,6.1
1263392,....918..........6.25.7.......4.5..1.4....3..3.7...........21..46..57.8.8.......3,634291857978543216125678439286435791549716328317829645753982164461357982892164573,23,6.1
1535526,..429.7..5....1..3....6.....95......64.....29.2.....8..5...7..6..9...1...8.3....4,314298765562471893978563412895732641647185329123946587451827936239654178786319254,24,6.1
2995989,9.6........3..59.2.....3.168...2......5.8......4.36....5...2.6..7.....5.3.97.8...,986271534713645982542893716837129645625487193194536278458912367271364859369758421,25,6.1
627561,...9......9..32...8.1...3....4.16..53.74..6....6.7.......1..4.....5...696......8.,263941857795832146841657392984316275327495618156278934578169423412583769639724581,24,6.1
21547,..91.5...7..8...5.....3..8.4...5.6...9136.74...7........69.3.1.13.....64.........,289145376713896452654237189428759631591362748367481295846923517132578964975614823,26,6.1
1472364,..6..9...4.9.......3..2..4..53...1...6...8..7.......6.....36.1.....4.35..2...7...,216479835489653271537821946753264189164398527892715463948536712671942358325187694,22,6.1
2744326,....1.382...4..9.5.2..3....7.4........65..8...12.....74....8....9....4.3...1...7.,649715382387426915521839746754682139936571824812943657475368291198257463263194578,24,6.1
1106997,.....2.1.9.......8..5..6...65....3..2..........9.7.54..8..14..9...52....14...87..,468732915923145678715896432651489327274653891839271546587314269396527184142968753,24,6.1
1824827,..8..23.4.......7..327....9.....6...4..1....8....98....13...6.........1.62.4....7,768912354194385276532764189289546731456173928371298465913857642847629513625431897,23,6.1
784560,........6.1..75.3....6.82....2.4..8.1.....9...8.3....7..8......62.8..5...7..596..,853124796216975834749638251962741385137586942485392167598267413624813579371459628,25,6.1
1154327,.5.............9....7..2.34...5.1...9...246..3...9...22....7..5..6...1..5..41...9,459163827832745916167982534624571398978324651315698742291837465746259183583416279,24,6.1
1890334,..8.......34.15......2.3...7......9..9.7..46.4.2.....83....765.....2.....2.5....1,218674539934815726576293814763481295891752463452369178389147652145926387627538941,24,6.1
2262039,.73.5.18.2.9...3.5....9....5...4......61...7....9.8....4...3...9..68..........8.1,473256189269871345185394726591742638826135974734968512648513297912687453357429861,24,6.1
2660857,..95.3....54......38......7.....7.9881...6.....584..2.......4.........86...62.975,769513842154782369382469517246357198813296754975841623628975431597134286431628975,26,6.1
1599442,.876.......9.8...22...7...939.4...1.......9...6.....388..3..........5..1.168....7,487692153659183472231574689398426715125738964764951238842317596973265841516849327,25,6.1
2751919,..4..9...3....2..51.....8.7.3.6...........2.9....1..5...97......7.8...31.....5.7.,684579123397182645152346897235698714761453289948217356429731568576824931813965472,22,6.1
1838215,.74...1....57.6..4.....4.5...7..9.8.82....3...4.........9.61.......3...6.1..4....,274853169195726834368194257537619482826475391941382675789261543452938716613547928,23,6.1
702395,6...745......5.9.....8......179.6..3..6.8.....9......2....9.1.58....1.6....4...2.,629374581183652947745819236417926853236185794598743612364298175872531469951467328,24,6.1
1436840,..3.59..79.8...3...2....9....67..51.7.......4..2....8......1....3.59......5236...,613859427948627351527143968496782513781365294352914786269471835134598672875236149,25,6.1
2798413,.....5....1....8......4.12.1.6..9..35.43..6.2.93..2...9......5....2....6.6..73...,689125734412937865357846129126759483574381692893462571938614257745298316261573948,25,6.1
617699,.......7.45.72.9.......93..6..9...4.1....58........5.9..2......9.1..6.8..8...3..1,869531274453728916217649358635982147194375862728164539342817695971256483586493721,24,6.1
2533915,.........5..67.....26.83...7......9.4....2.3...35.67...7......1.8.2..6....2..9...,847925163531674982926183475765831294418792536293546718679458321384217659152369847,23,6.1
382529,63.7.....4....2.1..9..1.....4..9...5..9.8.2.4...4...8....3.......612..7.5.......2,631748529475932816892516347348291765159687234267453981724369158986125473513874692,24,6.1
2268080,.4...2.....8.6.4.3.2.8....7...4..7.54...8..3..81.......53....92.9.5.6...1........,647312859518967423329854167936421785475689231281735946753148692892576314164293578,25,6.1
2856004,..2..6......4.2.....8...1...3.2.5....16.....57..8....35...2..3....7..4.1.4..5...9,372916584651482397498537162934275618816349275725861943589124736263798451147653829,24,6.1
2300690,...2...5.5.8.6..3......8.....3....71..16..3.44..9..6..74.....1..8...7...9..8.6...,164293857578164932239758146693485271851672394427931685746329518382517469915846723,25,6.1
779661,...86...54..3...2.3..2...9..6...375.75...8.6...9......2...........9.1.78.9.......,921867345475319826386245197862493751754128963139576482217684539643951278598732614,24,6.1
1611719,......1.3......62..67......4132..8......95...5..1.....6....8.......3.9.7.5...9.1.,945862173381957624267341589413276895876495231592183746639718452128534967754629318,23,6.1
2257389,...5..6...47....39.......2.16.8....3..5..12...9..6....436.7...5.7..8..4.....3....,913527684247618539658394721162859473385741296794263158436972815579186342821435967,25,6.1
1671573,.1......3..8...1.....7.4....32..6.1.4....26.......9.7.64...........9...5...2.8.3.,714685293568923147329714586832576914497132658156849372641357829283491765975268431,22,6.1
1792673,...7...........3.5.8..32.6...9..3.2..7.4.95..1...5.49.8....7.5..6.8..2....7.2...4,653794812792186345481532769549673128278419536136258497824367951965841273317925684,27,6.1
2244145,......1.5...4..38...9..5.623..81....6........5.2....7......2....8.3....47...9..3.,247638195156429387839175462394817256678253941512946873463782519985361724721594638,23,6.1
1466721,5..9.....89.7.26......6.....5.4..78..2.......3..89..456....813.........42...3....,563981472891742653742365918956423781428517396317896245674258139135679824289134567,25,6.1
2183809,9.....2.7...5.......6.29.....12.5.6...........5..9.81..3....7..64...3..1..9.1.3.4,915468237472531698386729145891275463263184579754396812138942756647853921529617384,25,6.1
753164,..3.4...78...6.9..9.......421..85..9.....9.4.....21...3...1......8.5......5...6.3,653948217847162935921537864214685379586379142739421586392716458468253791175894623,24,6.1
1112897,...5.....2.5.....3...67..828......917......2.6...29.....84.5.........3......9.45.,387512946265948173419673582852734691793156824641829735938465217574281369126397458,23,6.1
1777458,.9..8..2...57...9.34...1..745.6...........7.2.3..1...968......3...4.....5...76...,791584326825763194346291587459627831168349752237815469684152973972438615513976248,25,6.1
1731123,......6..3...8....9.13.7.....51...9.24.9...3...9.........238.5.8...9.......7..1..,528419673374586219961327584785163492246975831139842765417238956852691347693754128,23,6.1
1934172,...68..........69....7..3.217....8.5..9.17....6.......75...9..42..87.....1.....3.,592683741347251698681794352173946825829517463465328179756139284234875916918462537,24,6.1
1594526,25.1.......7.......8....5631...95..7.92...8.......8.16..6.7...28.5...........3...,253186794967354281481927563138695427692741835574238916346879152815462379729513648,24,6.1
2282249,.....95.2.6..5.......2...3..4....7..89.....26.....7..43..8.69..1..3........9...1.,431789562962453871578261439643128795897534126215697384324816957159372648786945213,23,6.1
492080,8..1.......57.6..1.3..9.......87.2........7.......45837......9.2.6..........1.8.5,867143952925786431431592678543871269682359714179264583718425396256938147394617825,23,6.1
1480034,1.......9..8.........51.36....1.97....68....12...57.9...54...876.2.3.............,164382579538976142729514368853149726976823451241657893395461287682735914417298635,24,6.1
188271,..83............9.523..7....17........68....2......31.........6..52637.....7..5.4,198346257764528193523917648217435869356891472489672315872154936945263781631789524,23,6.1
1833148,.12.6...37....4..2....9......95.....67..483..8....3.6..8....7..4............5.19.,912865473756134982348792651139576824675248319824913567581329746497681235263457198,24,6.1
627825,1.......8..2..6.....62...5......54.9..87....6.3.1...85.7..9...........1....5.8..4,197453628582916347346287951261835479958742136734169285475391862829674513613528794,23,6.1
2303837,.15.8......7..4.6.9...3...5..4.1.3..57....2...9.....7.2......9......3..7...5.182.,415689732387254961926137485864712359573896214192345678231478596658923147749561823,25,6.1
2525781,58..6..9...6..5..........1....29.....5....1..6.4.57...8......34..2.4....1.9..6.2.,581462397936715842427839615718293456253684179694157283865921734372548961149376528,24,6.1
2713360,..3.2..64...83.....2..6...96........7...4...2.4...1..........9..683...2..1..72..5,183927564956834271427165839691253748735648912842791356274586193568319427319472685,24,6.1
1483443,.......9...5.9.....8..61.......8.9....9.13..62.194...8.5...7.....8...361......4..,314578692675294183982361547537682914849713256261945738456137829728459361193826475,24,6.1
2230548,...9.8.27...2...........941..25.687.9......6....8..3....6......38..........14....,643918527791254638825367941132596874978432165564871392416789253387625419259143786,22,6.1
1161051,5.9....16...8..5.9.86..1.3..1.3.2......69...4.........9.8..64.....7.......2.....5,539247816721863549486951237614372958253698174897415362978536421145729683362184795,24,6.1
565052,6..237...9..4....2.......3...5...8..73..5..64..29..............5.......8.1..485.6,658237419973415682124689735495163827731852964862974153387596241546721398219348576,24,6.1
2774790,...7...2.5.......6.6....1....8..24.76....9....2..4.3....4.1........2.58..8..6...3,419736825532481796867295134198352467643179258725648319954813672376924581281567943,23,6.1
1471639,.....8..42...7..9......56...1.3..8...5...2.4......7..5.8...13.6..4....2....8.....,597168234268473591341295687719354862856912743423687915982741356674539128135826479,22,6.1
986881,.2.7..8..78.....5...3.2..6.....1.9..5.24...81....5.23.....96....9.1.....1.4......,629745813781963452453821769346218975572439681918657234237596148895174326164382597,25,6.1
2020151,.2.....6..4...917..7....8.9.58..7.......35.1...19.....9....2.........5.34..6.....,829471365546389172173526849258167934794235618361948257935712486617894523482653791,23,6.1
475489,....75..6.1.49...8....6......9.2..147..3..6........3..9....2....26.4..5..7....1..,283175496615493278497268531839526714752314689164987325941752863326841957578639142,24,6.1
976672,5..6.....16.8.79......4......9....32...37.....7...1..832....1........89......8..6,592613487164827953837945261419586732285374619673291548328469175756132894941758326,23,6.1
2922117,.4.1.....3.5.......8.925........1.7....7....81..69....21.5......5....6....4.3.91.,642173589395846721781925364529381476436752198178694253213569847957418632864237915,24,6.1
1888348,.....6..86...2..3..914....6.1......4.......9.8...6.3.7..5.8......2.3..4......42.5,724316958658927431391458726216793584537841692849562317465289173172635849983174265,24,6.1
2696447,.6.......4.3...2....2..5.83.....17...8..7.5......93.2..56..7..2.9..4.8.....9...7.,568329417413768295972415683239581764681274539745693128156837942397142856824956371,25,6.1
1694562,.4..5.8.........73.....6.41..19....7.8..2..1....6....43...82...9.......8..7....6.,746351829158294673293876541631948257489725316572613984364182795925467138817539462,23,6.1
1622402,1.2.......4....6.....49...25..2.6.......1.5..6..8.42.7..56...3...9..51..48..2....,172568943948732615356491872594276381827913564631854297215687439769345128483129756,26,6.1
212534,...7.........8..54.1..32986..8..1..2.7.......26....19...7..4....23.18...5.......8,849765321632189754715432986358971642971246835264853197187594263423618579596327418,26,6.1
1187966,.....4..16.2...4...9..7...5.5...8.9...9...87.....4..162...5..697...1.........2...,573684921612593487498271635156728394349165872827349516234857169785916243961432758,24,6.1
2082708,....5...4.613.9.87.....7......27..9.6..1..8...4.5....3......2.9.5.....6..13......,387651924461329587529847136138276495695134872742598613876413259954782361213965748,24,6.1
6430,.8..7...2.......73.....314.8...472...1.6..7...9.5.....2.......59...2.3....1.658..,183479562425816973679253148836147259512698734794532681267381495958724316341965827,26,6.1
390958,..4..3..2.1..2....6.87...1.8.15..4.....9....1.45.6..............86.7.3.44......9.,574193862319628745628754913891532476263947581745861239937415628186279354452386197,25,6.1
1147934,.......5...79.1...32...7...638..........1....7..56...2.4..8.9.7..9.....3.....258.,914236758587941326326857491638729145452318679791564832245183967869475213173692584,24,6.1
306128,7.4.5..8..2.......18.2...............32..4...9...8..6.2..16.8.7.6...9.1.....4...5,794651382326498571185237946478516239632974158951382764243165897567829413819743625,24,6.1
2214173,9.7...5...512..7......3.......9...8...6.....1....87..5.2.....6.4.5...8.2...3....7,937461528651298743248735916572913684896542371314687295723854169465179832189326457,23,6.1
1683858,5.....143.4.......6....18.9.7.96.....13....6.9...1...4.....83....85......9....47.,589627143341859726627341859874962531213485967956713284462178395738594612195236478,25,6.1
2449120,.632..7..4......61....5..2..3..75.1....6.........2..78.183..............6.75..4..,863291745425783961179456823932875614781634259546129378218347596354962187697518432,24,6.1
1588239,.7....3.....61....1..4....9.9..4..2.3..........7..2...5...9.41.......2....8..76..,976825341834619572152473869695341728321786954487952136563298417719564283248137695,21,6.1
2679190,67.1..2...1.........4.6...9.8...97.61...8.........3...2....1.9.86....52...3...6.1,679145283318297465524368179482519736137486952956723814245671398861934527793852641,25,6.1
1327145,.1237..5....6.8...3.....7........9.1.3.......5...1..82.9.....4..8..3....16..8..93,612374859759628314348591726824756931931842675576913482293167548485239167167485293,25,6.1
2006141,4..25......5..31......6...5.79....1......2....3...9..7...31..8.2...9.4..8.......6,491257368765483129328961745679835214584172693132649857947316582256798431813524976,23,6.1
1169203,.5....81......75.6.3........725...6....69.........4.315.8.......2...5.9....41....,756249813219387546834156279972531468143698752685724931568973124421865397397412685,23,6.1
2455930,...6...3...6.3...9.3.92.5..6....1..7..4......5...9.2....9.....1.8...3...4..5....6,948615732256738149137924568623851497894372615571496283369247851785163924412589376,23,6.1
1553459,..32..1.7....7398..4........7415....9.......6.2....75..8.6..3..4..7.......7..2..1,593286147162473985748591623674159238935827416821364759289615374416738592357942861,26,6.1
449738,..4........241...88....9..1...7.6.5.7...981.69..1.....46.....27...56..........9..,614837295392415678857629431128746359735298146946153782463981527279564813581372964,25,6.1
489288,.6.8...3..4....1.553...1..........28.729.....3..4.........4......4..76..6.5..3.9.,261854739847392165539761284496175328172938546358426971713649852924587613685213497,24,6.1
2077133,........11.3..7.5.64....8..........4.5..362...2..4.6....43.2.....6.5...8..2.1.5..,285493761193867452647521893369275184458136279721948635574382916916754328832619547,25,6.1
2499316,......9..29...154.4.8....7.8.9..5.....3.2.8..........33.4..67..7....9......1...65,571864932296731548438592176829345617153627894647918253314256789765489321982173465,25,6.1
1320140,.951.............8.21..84..31..7........4..2....5.3..6..9....8.76..2...4.....6.7.,895134267437265918621798453314672895576849321982513746149357682768921534253486179,24,6.1
2976371,.4.1.....8.......3..2.48.6..2..179...8....3..1..5...2..9......2..7.3.....6.7...5.,546123879819675243732948561624317985985264317173589426491856732257431698368792154,24,6.1
1319287,.6.........4.3.7.21..7.8......65.4.......4..........979.2........3.4..2.......381,367425819854139762129768543791652438238974156546381297982513674613847925475296381,22,6.1
1828115,..8.71..29..........7.2..985..3.......2..8..38..4..5....6.....7..3.8.24.......3..,658971432924836175317524698561392784742158963839467521496213857173685249285749316,24,6.1
2426451,.2.46......1....3......38.724..........14.29.9....5.8.48....1..1.65.............8,723468519891752436654913827245839761368147295917625384489276153136584972572391648,24,6.1
2377059,.7..4.1.6..45...........4.3..89.2...69.4..3..3......8.....5..2..1.8.........2...7,573248196964513278281697453148932765697485312325176984436759821712864539859321647,23,6.1
1287828,..165....4.2.....3...2..1.......9.868...65...9..8...2.....8....3.59..7...9..3....,731654892452198673689273154513729486824365917976841325147586239365912748298437561,24,6.1
528311,.1..8.....536.9...4....5.1.....2..63......59..8...6.21..8....3.1.4.......2.9....6,712384659853619247469275318941527863276138594385496721698751432134862975527943186,25,6.1
599673,6....928..8....6....5....1....246.......5...4.....8.3...691.3.82.......6.9...512.,647139285189524673325687419538246791972351864461798532756912348214873956893465127,26,6.1
1414062,2.....8...1......77.51...2.5..8....9..4...6.......32.8.....84.3..7......13.9.6...,243657891819432567765189324572864139384291675691573248956728413427315986138946752,24,6.1
1675959,....9...2....8...5.54..21..6.............89.3.7..5...8..2..9...1.....5...63..1.4.,736195482291486735854372196618937254425618973379254618582749361147863529963521847,23,6.1
1395296,8.......4.1....6.9.6....12........9....2.8..6.4..5..7.1...45.....573.....72..9...,839621754214573689567984123628417395753298416941356872196845237485732961372169548,24,6.1
2346603,....2.9...1.....2..9.71..638...9.4...27..3..........7......2.3..3985.2....4.....9,375624918618539724492718563863197452527463891941285376786942135139856247254371689,25,6.1
83740,....4.3....1..72...5.63..1.8.........2..6.98..7......1....5...3...3...96.632.9..5,287541369631897254954632718849715632125463987376928541798156423512374896463289175,26,6.1
